IdDominio,Texto,IdLengua,Texto,IdRasgo,Texto,IdValorRasgo,Texto
3,Estructura Argumental ,21,Pilaga,12,alineamiento intransitivo-transitivo (flaggi),1,neutro
3,Estructura Argumental ,21,Pilaga,13,alineamiento transitivo-ditransitivo (flaggi),1,neutro
3,Estructura Argumental ,21,Pilaga,6,Codificación de S en el sustantivo ,2,Sin marca
3,Estructura Argumental ,21,Pilaga,1,Codificación de A en el sustantivo ,2,Sin marca
3,Estructura Argumental ,21,Pilaga,2,Doble marcación de argumentos ,2,Ausencia
3,Estructura Argumental ,21,Pilaga,14,Codificación de P en el sustantivo ,2,Sin marca
3,Estructura Argumental ,21,Pilaga,15,Marcación de T en el sustantivo ,2,Sin marca
3,Estructura Argumental ,21,Pilaga,16,Marcación de R en el sustantivo ,2,Sin marca
3,Estructura Argumental ,23,Wichi,3,Alineamiento intransitivo transitivo,1,nominativo acusativo (A=S≠P)
3,Estructura Argumental ,23,Wichi,4,Alineamiento transitivo ditransitivo,2,secundativo o de objeto secundario (T≠P)
3,Estructura Argumental ,23,Wichi,5,fusión de argumentos,2,no fusión
3,Estructura Argumental ,23,Wichi,7,Codificación de S,2,Prefijo verbal
3,Estructura Argumental ,23,Wichi,8,Codificación de A,2,Prefijo verbal
3,Estructura Argumental ,23,Wichi,9,Codificación de P ,1,Sufijo verbal
3,Estructura Argumental ,23,Wichi,10,Codificación de T,1,sin marca
3,Estructura Argumental ,23,Wichi,11,Codificación de R,1,sufijo verbal
3,Estructura Argumental ,23,Wichi,12,alineamiento intransitivo-transitivo (flaggi),1,neutro
3,Estructura Argumental ,23,Wichi,13,alineamiento transitivo-ditransitivo (flaggi),1,neutro
3,Estructura Argumental ,23,Wichi,6,Codificación de S en el sustantivo ,2,Sin marca
3,Estructura Argumental ,23,Wichi,1,Codificación de A en el sustantivo ,2,Sin marca
3,Estructura Argumental ,23,Wichi,2,Doble marcación de argumentos ,2,Ausencia
3,Estructura Argumental ,23,Wichi,14,Codificación de P en el sustantivo ,2,Sin marca
3,Estructura Argumental ,23,Wichi,15,Marcación de T en el sustantivo ,2,Sin marca
3,Estructura Argumental ,23,Wichi,16,Marcación de R en el sustantivo ,2,Sin marca
3,Estructura Argumental ,25,Ayoreo,3,Alineamiento intransitivo transitivo,1,nominativo acusativo (A=S≠P)
3,Estructura Argumental ,25,Ayoreo,4,Alineamiento transitivo ditransitivo,3,Alineamiento neutral (T=P=R)
3,Estructura Argumental ,25,Ayoreo,5,fusión de argumentos,2,no fusión
3,Estructura Argumental ,25,Ayoreo,7,Codificación de S,2,Prefijo verbal
3,Estructura Argumental ,25,Ayoreo,8,Codificación de A,2,Prefijo verbal
3,Estructura Argumental ,25,Ayoreo,9,Codificación de P ,4,sin marca
3,Estructura Argumental ,25,Ayoreo,10,Codificación de T,1,sin marca
3,Estructura Argumental ,25,Ayoreo,11,Codificación de R,5,sin marca
3,Estructura Argumental ,25,Ayoreo,12,alineamiento intransitivo-transitivo (flaggi),1,neutro
3,Estructura Argumental ,25,Ayoreo,13,alineamiento transitivo-ditransitivo (flaggi),2,indirectivo
3,Estructura Argumental ,25,Ayoreo,6,Codificación de S en el sustantivo ,2,Sin marca
3,Estructura Argumental ,25,Ayoreo,1,Codificación de A en el sustantivo ,2,Sin marca
3,Estructura Argumental ,25,Ayoreo,2,Doble marcación de argumentos ,2,Ausencia
3,Estructura Argumental ,25,Ayoreo,14,Codificación de P en el sustantivo ,2,Sin marca
3,Estructura Argumental ,25,Ayoreo,15,Marcación de T en el sustantivo ,2,Sin marca
3,Estructura Argumental ,25,Ayoreo,16,Marcación de R en el sustantivo ,3,Adposiciones
3,Estructura Argumental ,26,Tapiete,3,Alineamiento intransitivo transitivo,4,activo/estativo
3,Estructura Argumental ,26,Tapiete,4,Alineamiento transitivo ditransitivo,2,secundativo o de objeto secundario (T≠P)
3,Estructura Argumental ,26,Tapiete,5,fusión de argumentos,1,fusión
3,Estructura Argumental ,26,Tapiete,7,Codificación de S,2,Prefijo verbal
3,Estructura Argumental ,26,Tapiete,8,Codificación de A,2,Prefijo verbal
3,Estructura Argumental ,26,Tapiete,9,Codificación de P ,2,prefijo verbal
3,Estructura Argumental ,26,Tapiete,10,Codificación de T,1,sin marca
3,Estructura Argumental ,26,Tapiete,11,Codificación de R,2,prefijo verbal
3,Estructura Argumental ,26,Tapiete,12,alineamiento intransitivo-transitivo (flaggi),1,neutro
3,Estructura Argumental ,26,Tapiete,13,alineamiento transitivo-ditransitivo (flaggi),1,neutro
3,Estructura Argumental ,26,Tapiete,6,Codificación de S en el sustantivo ,2,Sin marca
3,Estructura Argumental ,26,Tapiete,1,Codificación de A en el sustantivo ,2,Sin marca
3,Estructura Argumental ,26,Tapiete,2,Doble marcación de argumentos ,2,Ausencia
3,Estructura Argumental ,26,Tapiete,14,Codificación de P en el sustantivo ,2,Sin marca
3,Estructura Argumental ,26,Tapiete,15,Marcación de T en el sustantivo ,2,Sin marca
3,Estructura Argumental ,26,Tapiete,16,Marcación de R en el sustantivo ,2,Sin marca
3,Estructura Argumental ,27,Kawesqar,3,Alineamiento intransitivo transitivo,3,Alineamiento neutro (A=S=P)
3,Estructura Argumental ,27,Kawesqar,4,Alineamiento transitivo ditransitivo,3,Alineamiento neutral (T=P=R)
3,Estructura Argumental ,27,Kawesqar,5,fusión de argumentos,2,no fusión
3,Estructura Argumental ,27,Kawesqar,7,Codificación de S,3,sin marca
3,Estructura Argumental ,27,Kawesqar,8,Codificación de A,3,sin marca
3,Estructura Argumental ,27,Kawesqar,9,Codificación de P ,4,sin marca
3,Estructura Argumental ,27,Kawesqar,10,Codificación de T,1,sin marca
3,Estructura Argumental ,27,Kawesqar,11,Codificación de R,5,sin marca
3,Estructura Argumental ,27,Kawesqar,12,alineamiento intransitivo-transitivo (flaggi),1,neutro
3,Estructura Argumental ,27,Kawesqar,13,alineamiento transitivo-ditransitivo (flaggi),1,neutro
3,Estructura Argumental ,27,Kawesqar,6,Codificación de S en el sustantivo ,2,Sin marca
3,Estructura Argumental ,27,Kawesqar,1,Codificación de A en el sustantivo ,2,Sin marca
3,Estructura Argumental ,27,Kawesqar,2,Doble marcación de argumentos ,2,Ausencia
3,Estructura Argumental ,27,Kawesqar,14,Codificación de P en el sustantivo ,2,Sin marca
3,Estructura Argumental ,27,Kawesqar,15,Marcación de T en el sustantivo ,2,Sin marca
3,Estructura Argumental ,27,Kawesqar,16,Marcación de R en el sustantivo ,2,Sin marca
3,Estructura Argumental ,28,Tehuelche,3,Alineamiento intransitivo transitivo,1,nominativo acusativo (A=S≠P)
3,Estructura Argumental ,28,Tehuelche,4,Alineamiento transitivo ditransitivo,3,Alineamiento neutral (T=P=R)
3,Estructura Argumental ,28,Tehuelche,5,fusión de argumentos,2,no fusión
3,Estructura Argumental ,28,Tehuelche,7,Codificación de S,2,Prefijo verbal
3,Estructura Argumental ,28,Tehuelche,8,Codificación de A,2,Prefijo verbal
3,Estructura Argumental ,28,Tehuelche,9,Codificación de P ,2,prefijo verbal
3,Estructura Argumental ,28,Tehuelche,10,Codificación de T,3,prefijo
3,Estructura Argumental ,28,Tehuelche,11,Codificación de R,2,prefijo verbal
3,Estructura Argumental ,28,Tehuelche,12,alineamiento intransitivo-transitivo (flaggi),1,neutro
3,Estructura Argumental ,28,Tehuelche,13,alineamiento transitivo-ditransitivo (flaggi),1,neutro
3,Estructura Argumental ,28,Tehuelche,6,Codificación de S en el sustantivo ,2,Sin marca
3,Estructura Argumental ,28,Tehuelche,1,Codificación de A en el sustantivo ,2,Sin marca
3,Estructura Argumental ,28,Tehuelche,2,Doble marcación de argumentos ,2,Ausencia
3,Estructura Argumental ,28,Tehuelche,14,Codificación de P en el sustantivo ,2,Sin marca
3,Estructura Argumental ,28,Tehuelche,15,Marcación de T en el sustantivo ,2,Sin marca
3,Estructura Argumental ,28,Tehuelche,16,Marcación de R en el sustantivo ,2,Sin marca
3,Estructura Argumental ,29,Secoya,3,Alineamiento intransitivo transitivo,1,nominativo acusativo (A=S≠P)
3,Estructura Argumental ,29,Secoya,4,Alineamiento transitivo ditransitivo,3,Alineamiento neutral (T=P=R)
3,Estructura Argumental ,29,Secoya,5,fusión de argumentos,2,no fusión
3,Estructura Argumental ,29,Secoya,7,Codificación de S,1,Sufijo verbal
3,Estructura Argumental ,29,Secoya,8,Codificación de A,1,Sufijo verbal
3,Estructura Argumental ,29,Secoya,9,Codificación de P ,4,sin marca
3,Estructura Argumental ,29,Secoya,10,Codificación de T,1,sin marca
3,Estructura Argumental ,29,Secoya,11,Codificación de R,3,procl?tico
3,Estructura Argumental ,29,Secoya,11,Codificación de R,5,sin marca
3,Estructura Argumental ,29,Secoya,12,alineamiento intransitivo-transitivo (flaggi),2,nom-acc
3,Estructura Argumental ,29,Secoya,13,alineamiento transitivo-ditransitivo (flaggi),3,secundativo
3,Estructura Argumental ,29,Secoya,6,Codificación de S en el sustantivo ,1,sufijo nominal
3,Estructura Argumental ,29,Secoya,1,Codificación de A en el sustantivo ,1,sufijo nominal
3,Estructura Argumental ,29,Secoya,2,Doble marcación de argumentos ,2,Ausencia
3,Estructura Argumental ,29,Secoya,14,Codificación de P en el sustantivo ,1,Marca de caso
3,Estructura Argumental ,29,Secoya,15,Marcación de T en el sustantivo ,2,Sin marca
3,Estructura Argumental ,29,Secoya,16,Marcación de R en el sustantivo ,1,sufijo nominal
3,Estructura Argumental ,30,Urarina,3,Alineamiento intransitivo transitivo,1,nominativo acusativo (A=S≠P)
3,Estructura Argumental ,30,Urarina,4,Alineamiento transitivo ditransitivo,3,Alineamiento neutral (T=P=R)
3,Estructura Argumental ,30,Urarina,5,fusión de argumentos,2,no fusión
3,Estructura Argumental ,30,Urarina,7,Codificación de S,1,Sufijo verbal
3,Estructura Argumental ,30,Urarina,8,Codificación de A,1,Sufijo verbal
3,Estructura Argumental ,30,Urarina,9,Codificación de P ,1,Sufijo verbal
3,Estructura Argumental ,30,Urarina,10,Codificación de T,1,sin marca
3,Estructura Argumental ,30,Urarina,11,Codificación de R,5,sin marca
3,Estructura Argumental ,30,Urarina,12,alineamiento intransitivo-transitivo (flaggi),1,neutro
3,Estructura Argumental ,30,Urarina,13,alineamiento transitivo-ditransitivo (flaggi),1,neutro
3,Estructura Argumental ,30,Urarina,6,Codificación de S en el sustantivo ,2,Sin marca
3,Estructura Argumental ,30,Urarina,1,Codificación de A en el sustantivo ,2,Sin marca
3,Estructura Argumental ,30,Urarina,2,Doble marcación de argumentos ,2,Ausencia
3,Estructura Argumental ,30,Urarina,14,Codificación de P en el sustantivo ,2,Sin marca
3,Estructura Argumental ,30,Urarina,15,Marcación de T en el sustantivo ,2,Sin marca
3,Estructura Argumental ,30,Urarina,16,Marcación de R en el sustantivo ,2,Sin marca
3,Estructura Argumental ,35,Yanesha,3,Alineamiento intransitivo transitivo,2,ergativo absolutivo (A≠S=P)
3,Estructura Argumental ,35,Yanesha,4,Alineamiento transitivo ditransitivo,2,secundativo o de objeto secundario (T≠P)
3,Estructura Argumental ,35,Yanesha,5,fusión de argumentos,2,no fusión
3,Estructura Argumental ,35,Yanesha,7,Codificación de S,1,Sufijo verbal
3,Estructura Argumental ,35,Yanesha,8,Codificación de A,2,Prefijo verbal
3,Estructura Argumental ,35,Yanesha,9,Codificación de P ,1,Sufijo verbal
3,Estructura Argumental ,35,Yanesha,10,Codificación de T,1,sin marca
3,Estructura Argumental ,35,Yanesha,11,Codificación de R,1,sufijo verbal
3,Estructura Argumental ,35,Yanesha,12,alineamiento intransitivo-transitivo (flaggi),1,neutro
3,Estructura Argumental ,35,Yanesha,13,alineamiento transitivo-ditransitivo (flaggi),1,neutro
3,Estructura Argumental ,35,Yanesha,6,Codificación de S en el sustantivo ,2,Sin marca
3,Estructura Argumental ,35,Yanesha,1,Codificación de A en el sustantivo ,2,Sin marca
3,Estructura Argumental ,35,Yanesha,2,Doble marcación de argumentos ,2,Ausencia
3,Estructura Argumental ,35,Yanesha,14,Codificación de P en el sustantivo ,2,Sin marca
3,Estructura Argumental ,35,Yanesha,15,Marcación de T en el sustantivo ,2,Sin marca
3,Estructura Argumental ,35,Yanesha,16,Marcación de R en el sustantivo ,2,Sin marca
3,Estructura Argumental ,36,Tariana,3,Alineamiento intransitivo transitivo,1,nominativo acusativo (A=S≠P)
3,Estructura Argumental ,36,Tariana,4,Alineamiento transitivo ditransitivo,3,Alineamiento neutral (T=P=R)
3,Estructura Argumental ,36,Tariana,5,fusión de argumentos,2,no fusión
3,Estructura Argumental ,36,Tariana,7,Codificación de S,1,Sufijo verbal
3,Estructura Argumental ,36,Tariana,8,Codificación de A,2,Prefijo verbal
3,Estructura Argumental ,36,Tariana,9,Codificación de P ,4,sin marca
3,Estructura Argumental ,36,Tariana,10,Codificación de T,1,sin marca
3,Estructura Argumental ,36,Tariana,11,Codificación de R,5,sin marca
3,Estructura Argumental ,36,Tariana,12,alineamiento intransitivo-transitivo (flaggi),3,ergativo-absolutivo
3,Estructura Argumental ,36,Tariana,13,alineamiento transitivo-ditransitivo (flaggi),1,neutro
3,Estructura Argumental ,36,Tariana,6,Codificación de S en el sustantivo ,1,sufijo nominal
3,Estructura Argumental ,36,Tariana,1,Codificación de A en el sustantivo ,1,sufijo nominal
3,Estructura Argumental ,36,Tariana,2,Doble marcación de argumentos ,2,Ausencia
3,Estructura Argumental ,36,Tariana,14,Codificación de P en el sustantivo ,1,Marca de caso
3,Estructura Argumental ,36,Tariana,15,Marcación de T en el sustantivo ,1,sufijo nominal
3,Estructura Argumental ,36,Tariana,16,Marcación de R en el sustantivo ,2,Sin marca
3,Estructura Argumental ,37,Tucano,3,Alineamiento intransitivo transitivo,1,nominativo acusativo (A=S≠P)
3,Estructura Argumental ,37,Tucano,4,Alineamiento transitivo ditransitivo,3,Alineamiento neutral (T=P=R)
3,Estructura Argumental ,37,Tucano,5,fusión de argumentos,2,no fusión
3,Estructura Argumental ,37,Tucano,7,Codificación de S,1,Sufijo verbal
3,Estructura Argumental ,37,Tucano,8,Codificación de A,1,Sufijo verbal
3,Estructura Argumental ,37,Tucano,9,Codificación de P ,4,sin marca
3,Estructura Argumental ,37,Tucano,10,Codificación de T,1,sin marca
3,Estructura Argumental ,37,Tucano,11,Codificación de R,5,sin marca
3,Estructura Argumental ,37,Tucano,12,alineamiento intransitivo-transitivo (flaggi),6,Split (neutro y nom-acc)
3,Estructura Argumental ,37,Tucano,13,alineamiento transitivo-ditransitivo (flaggi),3,secundativo
3,Estructura Argumental ,37,Tucano,6,Codificación de S en el sustantivo ,2,Sin marca
3,Estructura Argumental ,37,Tucano,1,Codificación de A en el sustantivo ,2,Sin marca
3,Estructura Argumental ,37,Tucano,2,Doble marcación de argumentos ,2,Ausencia
3,Estructura Argumental ,37,Tucano,14,Codificación de P en el sustantivo ,2,Sin marca
3,Estructura Argumental ,37,Tucano,15,Marcación de T en el sustantivo ,2,Sin marca
3,Estructura Argumental ,37,Tucano,16,Marcación de R en el sustantivo ,4,procl?tico
3,Estructura Argumental ,39,Quechua de Yauyos Sur,3,Alineamiento intransitivo transitivo,1,nominativo acusativo (A=S≠P)
3,Estructura Argumental ,39,Quechua de Yauyos Sur,4,Alineamiento transitivo ditransitivo,2,secundativo o de objeto secundario (T≠P)
3,Estructura Argumental ,39,Quechua de Yauyos Sur,5,fusión de argumentos,1,fusión
3,Estructura Argumental ,39,Quechua de Yauyos Sur,7,Codificación de S,1,Sufijo verbal
3,Estructura Argumental ,39,Quechua de Yauyos Sur,8,Codificación de A,1,Sufijo verbal
3,Estructura Argumental ,39,Quechua de Yauyos Sur,9,Codificación de P ,1,Sufijo verbal
3,Estructura Argumental ,39,Quechua de Yauyos Sur,10,Codificación de T,1,sin marca
3,Estructura Argumental ,39,Quechua de Yauyos Sur,11,Codificación de R,1,sufijo verbal
3,Estructura Argumental ,39,Quechua de Yauyos Sur,12,alineamiento intransitivo-transitivo (flaggi),2,nom-acc
3,Estructura Argumental ,39,Quechua de Yauyos Sur,13,alineamiento transitivo-ditransitivo (flaggi),2,indirectivo
3,Estructura Argumental ,39,Quechua de Yauyos Sur,6,Codificación de S en el sustantivo ,1,sufijo nominal
3,Estructura Argumental ,39,Quechua de Yauyos Sur,1,Codificación de A en el sustantivo ,1,sufijo nominal
3,Estructura Argumental ,39,Quechua de Yauyos Sur,2,Doble marcación de argumentos ,1,Presencia
3,Estructura Argumental ,39,Quechua de Yauyos Sur,14,Codificación de P en el sustantivo ,1,Marca de caso
3,Estructura Argumental ,39,Quechua de Yauyos Sur,15,Marcación de T en el sustantivo ,1,sufijo nominal
3,Estructura Argumental ,39,Quechua de Yauyos Sur,16,Marcación de R en el sustantivo ,2,Sin marca
3,Estructura Argumental ,41,Puquina,3,Alineamiento intransitivo transitivo,6,nom-acc con jerarquía
3,Estructura Argumental ,41,Puquina,4,Alineamiento transitivo ditransitivo,5,secundativo con jerarquía
3,Estructura Argumental ,41,Puquina,5,fusión de argumentos,1,fusión
3,Estructura Argumental ,41,Puquina,7,Codificación de S,1,Sufijo verbal
3,Estructura Argumental ,41,Puquina,8,Codificación de A,1,Sufijo verbal
3,Estructura Argumental ,41,Puquina,9,Codificación de P ,2,prefijo verbal
3,Estructura Argumental ,41,Puquina,10,Codificación de T,1,sin marca
3,Estructura Argumental ,41,Puquina,11,Codificación de R,1,sufijo verbal
3,Estructura Argumental ,41,Puquina,12,alineamiento intransitivo-transitivo (flaggi),3,ergativo-absolutivo
3,Estructura Argumental ,41,Puquina,13,alineamiento transitivo-ditransitivo (flaggi),1,neutro
3,Estructura Argumental ,41,Puquina,6,Codificación de S en el sustantivo ,1,sufijo nominal
3,Estructura Argumental ,41,Puquina,1,Codificación de A en el sustantivo ,1,sufijo nominal
3,Estructura Argumental ,41,Puquina,2,Doble marcación de argumentos ,1,Presencia
3,Estructura Argumental ,41,Puquina,14,Codificación de P en el sustantivo ,1,Marca de caso
3,Estructura Argumental ,41,Puquina,15,Marcación de T en el sustantivo ,1,sufijo nominal
3,Estructura Argumental ,41,Puquina,16,Marcación de R en el sustantivo ,1,sufijo nominal
3,Estructura Argumental ,42,Lule,3,Alineamiento intransitivo transitivo,1,nominativo acusativo (A=S≠P)
3,Estructura Argumental ,42,Lule,4,Alineamiento transitivo ditransitivo,3,Alineamiento neutral (T=P=R)
3,Estructura Argumental ,42,Lule,5,fusión de argumentos,2,no fusión
3,Estructura Argumental ,42,Lule,7,Codificación de S,1,Sufijo verbal
3,Estructura Argumental ,42,Lule,8,Codificación de A,1,Sufijo verbal
3,Estructura Argumental ,42,Lule,9,Codificación de P ,4,sin marca
3,Estructura Argumental ,42,Lule,10,Codificación de T,1,sin marca
3,Estructura Argumental ,42,Lule,11,Codificación de R,5,sin marca
3,Estructura Argumental ,42,Lule,12,alineamiento intransitivo-transitivo (flaggi),1,neutro
3,Estructura Argumental ,42,Lule,13,alineamiento transitivo-ditransitivo (flaggi),1,neutro
3,Estructura Argumental ,42,Lule,6,Codificación de S en el sustantivo ,2,Sin marca
3,Estructura Argumental ,42,Lule,1,Codificación de A en el sustantivo ,2,Sin marca
3,Estructura Argumental ,42,Lule,2,Doble marcación de argumentos ,2,Ausencia
3,Estructura Argumental ,42,Lule,14,Codificación de P en el sustantivo ,2,Sin marca
3,Estructura Argumental ,42,Lule,15,Marcación de T en el sustantivo ,2,Sin marca
3,Estructura Argumental ,42,Lule,16,Marcación de R en el sustantivo ,2,Sin marca
3,Estructura Argumental ,43,Vilela,3,Alineamiento intransitivo transitivo,1,nominativo acusativo (A=S≠P)
3,Estructura Argumental ,43,Vilela,4,Alineamiento transitivo ditransitivo,2,secundativo o de objeto secundario (T≠P)
3,Estructura Argumental ,43,Vilela,5,fusión de argumentos,2,no fusión
3,Estructura Argumental ,43,Vilela,7,Codificación de S,1,Sufijo verbal
3,Estructura Argumental ,43,Vilela,8,Codificación de A,1,Sufijo verbal
3,Estructura Argumental ,43,Vilela,9,Codificación de P ,2,prefijo verbal
3,Estructura Argumental ,43,Vilela,10,Codificación de T,1,sin marca
3,Estructura Argumental ,43,Vilela,11,Codificación de R,2,prefijo verbal
3,Estructura Argumental ,43,Vilela,12,alineamiento intransitivo-transitivo (flaggi),1,neutro
3,Estructura Argumental ,43,Vilela,13,alineamiento transitivo-ditransitivo (flaggi),1,neutro
3,Estructura Argumental ,43,Vilela,6,Codificación de S en el sustantivo ,2,Sin marca
3,Estructura Argumental ,43,Vilela,1,Codificación de A en el sustantivo ,2,Sin marca
3,Estructura Argumental ,43,Vilela,2,Doble marcación de argumentos ,2,Ausencia
3,Estructura Argumental ,43,Vilela,14,Codificación de P en el sustantivo ,2,Sin marca
3,Estructura Argumental ,43,Vilela,15,Marcación de T en el sustantivo ,2,Sin marca
3,Estructura Argumental ,43,Vilela,16,Marcación de R en el sustantivo ,2,Sin marca
3,Estructura Argumental ,44,Quechua de Santiago del Estero,3,Alineamiento intransitivo transitivo,1,nominativo acusativo (A=S≠P)
3,Estructura Argumental ,44,Quechua de Santiago del Estero,4,Alineamiento transitivo ditransitivo,2,secundativo o de objeto secundario (T≠P)
3,Estructura Argumental ,44,Quechua de Santiago del Estero,5,fusión de argumentos,2,no fusión
3,Estructura Argumental ,44,Quechua de Santiago del Estero,7,Codificación de S,1,Sufijo verbal
3,Estructura Argumental ,44,Quechua de Santiago del Estero,8,Codificación de A,1,Sufijo verbal
3,Estructura Argumental ,44,Quechua de Santiago del Estero,9,Codificación de P ,1,Sufijo verbal
3,Estructura Argumental ,44,Quechua de Santiago del Estero,10,Codificación de T,1,sin marca
3,Estructura Argumental ,44,Quechua de Santiago del Estero,11,Codificación de R,1,sufijo verbal
3,Estructura Argumental ,44,Quechua de Santiago del Estero,12,alineamiento intransitivo-transitivo (flaggi),2,nom-acc
3,Estructura Argumental ,44,Quechua de Santiago del Estero,13,alineamiento transitivo-ditransitivo (flaggi),1,neutro
3,Estructura Argumental ,44,Quechua de Santiago del Estero,6,Codificación de S en el sustantivo ,1,sufijo nominal
3,Estructura Argumental ,44,Quechua de Santiago del Estero,1,Codificación de A en el sustantivo ,1,sufijo nominal
3,Estructura Argumental ,44,Quechua de Santiago del Estero,2,Doble marcación de argumentos ,1,Presencia
3,Estructura Argumental ,44,Quechua de Santiago del Estero,14,Codificación de P en el sustantivo ,1,Marca de caso
3,Estructura Argumental ,44,Quechua de Santiago del Estero,15,Marcación de T en el sustantivo ,1,sufijo nominal
3,Estructura Argumental ,44,Quechua de Santiago del Estero,16,Marcación de R en el sustantivo ,1,sufijo nominal
3,Estructura Argumental ,45,Quechua Pacaraos,3,Alineamiento intransitivo transitivo,1,nominativo acusativo (A=S≠P)
3,Estructura Argumental ,45,Quechua Pacaraos,4,Alineamiento transitivo ditransitivo,2,secundativo o de objeto secundario (T≠P)
3,Estructura Argumental ,45,Quechua Pacaraos,5,fusión de argumentos,2,no fusión
3,Estructura Argumental ,45,Quechua Pacaraos,7,Codificación de S,1,Sufijo verbal
3,Estructura Argumental ,45,Quechua Pacaraos,8,Codificación de A,1,Sufijo verbal
3,Estructura Argumental ,45,Quechua Pacaraos,9,Codificación de P ,1,Sufijo verbal
3,Estructura Argumental ,45,Quechua Pacaraos,10,Codificación de T,1,sin marca
3,Estructura Argumental ,45,Quechua Pacaraos,11,Codificación de R,1,sufijo verbal
3,Estructura Argumental ,45,Quechua Pacaraos,12,alineamiento intransitivo-transitivo (flaggi),2,nom-acc
3,Estructura Argumental ,45,Quechua Pacaraos,13,alineamiento transitivo-ditransitivo (flaggi),1,neutro
3,Estructura Argumental ,45,Quechua Pacaraos,6,Codificación de S en el sustantivo ,1,sufijo nominal
3,Estructura Argumental ,45,Quechua Pacaraos,1,Codificación de A en el sustantivo ,1,sufijo nominal
3,Estructura Argumental ,45,Quechua Pacaraos,2,Doble marcación de argumentos ,1,Presencia
3,Estructura Argumental ,45,Quechua Pacaraos,14,Codificación de P en el sustantivo ,1,Marca de caso
3,Estructura Argumental ,45,Quechua Pacaraos,15,Marcación de T en el sustantivo ,1,sufijo nominal
3,Estructura Argumental ,45,Quechua Pacaraos,16,Marcación de R en el sustantivo ,1,sufijo nominal
3,Estructura Argumental ,46,kokama,3,Alineamiento intransitivo transitivo,3,Alineamiento neutro (A=S=P)
3,Estructura Argumental ,46,kokama,4,Alineamiento transitivo ditransitivo,8,sin ditransitivas
3,Estructura Argumental ,46,kokama,5,fusión de argumentos,2,no fusión
3,Estructura Argumental ,46,kokama,7,Codificación de S,3,sin marca
3,Estructura Argumental ,46,kokama,8,Codificación de A,5,proclitico
3,Estructura Argumental ,46,kokama,9,Codificación de P ,4,sin marca
3,Estructura Argumental ,46,kokama,10,Codificación de T,7,sin ditransitivas
3,Estructura Argumental ,46,kokama,11,Codificación de R,8,sin ditransitivas
3,Estructura Argumental ,46,kokama,12,alineamiento intransitivo-transitivo (flaggi),1,neutro
3,Estructura Argumental ,46,kokama,13,alineamiento transitivo-ditransitivo (flaggi),5,sin ditransitivas
3,Estructura Argumental ,46,kokama,6,Codificación de S en el sustantivo ,2,Sin marca
3,Estructura Argumental ,46,kokama,1,Codificación de A en el sustantivo ,2,Sin marca
3,Estructura Argumental ,46,kokama,2,Doble marcación de argumentos ,2,Ausencia
3,Estructura Argumental ,46,kokama,14,Codificación de P en el sustantivo ,2,Sin marca
3,Estructura Argumental ,46,kokama,15,Marcación de T en el sustantivo ,5,sin ditransitivas
3,Estructura Argumental ,46,kokama,16,Marcación de R en el sustantivo ,7,sin ditransitivas
3,Estructura Argumental ,47,Gaviao,3,Alineamiento intransitivo transitivo,2,ergativo absolutivo (A≠S=P)
3,Estructura Argumental ,47,Gaviao,4,Alineamiento transitivo ditransitivo,2,secundativo o de objeto secundario (T≠P)
3,Estructura Argumental ,47,Gaviao,5,fusión de argumentos,2,no fusión
3,Estructura Argumental ,47,Gaviao,7,Codificación de S,2,Prefijo verbal
3,Estructura Argumental ,47,Gaviao,8,Codificación de A,2,Prefijo verbal
3,Estructura Argumental ,47,Gaviao,9,Codificación de P ,2,prefijo verbal
3,Estructura Argumental ,47,Gaviao,10,Codificación de T,1,sin marca
3,Estructura Argumental ,47,Gaviao,11,Codificación de R,2,prefijo verbal
3,Estructura Argumental ,47,Gaviao,12,alineamiento intransitivo-transitivo (flaggi),1,neutro
3,Estructura Argumental ,47,Gaviao,13,alineamiento transitivo-ditransitivo (flaggi),1,neutro
3,Estructura Argumental ,47,Gaviao,6,Codificación de S en el sustantivo ,2,Sin marca
3,Estructura Argumental ,47,Gaviao,1,Codificación de A en el sustantivo ,2,Sin marca
3,Estructura Argumental ,47,Gaviao,2,Doble marcación de argumentos ,2,Ausencia
3,Estructura Argumental ,47,Gaviao,14,Codificación de P en el sustantivo ,2,Sin marca
3,Estructura Argumental ,47,Gaviao,15,Marcación de T en el sustantivo ,2,Sin marca
3,Estructura Argumental ,47,Gaviao,16,Marcación de R en el sustantivo ,2,Sin marca
3,Estructura Argumental ,48,Tiriyo,3,Alineamiento intransitivo transitivo,8,spllt
3,Estructura Argumental ,48,Tiriyo,4,Alineamiento transitivo ditransitivo,6,no aplica
3,Estructura Argumental ,48,Tiriyo,5,fusión de argumentos,2,no fusión
3,Estructura Argumental ,48,Tiriyo,7,Codificación de S,2,Prefijo verbal
3,Estructura Argumental ,48,Tiriyo,8,Codificación de A,2,Prefijo verbal
3,Estructura Argumental ,48,Tiriyo,9,Codificación de P ,2,prefijo verbal
3,Estructura Argumental ,48,Tiriyo,10,Codificación de T,1,sin marca
3,Estructura Argumental ,48,Tiriyo,11,Codificación de R,5,sin marca
3,Estructura Argumental ,48,Tiriyo,12,alineamiento intransitivo-transitivo (flaggi),7,Split
3,Estructura Argumental ,48,Tiriyo,13,alineamiento transitivo-ditransitivo (flaggi),2,indirectivo
