Glottocode;ISO639P3code
mand1415;cmn
mand1415;cmn
jiny1235;cjy
jiny1235;cjy
mand1415;cmn
jiny1235;cjy
mand1415;cmn
jiny1235;cjy
mand1415;cmn
jiny1235;cjy
jiny1235;cjy
mand1415;cmn
mand1415;cmn
jiny1235;cjy
jiny1235;cjy
jiny1235;cjy
jiny1235;cjy
jiny1235;cjy
mand1415;cmn
jiny1235;cjy
jiny1235;cjy
jiny1235;cjy
jiny1235;cjy
jiny1235;cjy
jiny1235;cjy
jiny1235;cjy
jiny1235;cjy
mand1415;cmn
jiny1235;cjy
jiny1235;cjy
jiny1235;cjy
jiny1235;cjy
jiny1235;cjy
jiny1235;cjy
jiny1235;cjy
jiny1235;cjy
jiny1235;cjy
jiny1235;cjy
jiny1235;cjy
mand1415;cmn
mand1415;cmn
mand1415;cmn
jiny1235;cjy
jire1238;jul
;
nali1245;nss
jita1239;jit
jita1239;jit
jita1239;jit
maca1259;mbn
nort2723;pmi
shua1257;jiv
west2430;mmr
jjuu1238;kaj
jowu1238;jow
jofo1235;jbr
khor1269;kmz
rang1266;rgk
jola1263;dyo
talo1250;tlo
chic1272;pei
khor1269;kmz
band1340;bqj
band1340;bqj
band1340;bqj
band1340;bqj
band1340;bqj
band1340;bqj
band1340;bqj
band1340;bqj
jola1262;csk
jola1262;csk
jola1262;csk
ejam1238;eja
jola1263;dyo
jola1263;dyo
jola1263;dyo
jola1263;dyo
jola1263;dyo
jola1263;dyo
jola1263;dyo
jola1263;dyo
jola1263;dyo
jola1263;dyo
jola1263;dyo
jola1263;dyo
jola1263;dyo
jola1263;dyo
jola1263;dyo
jola1263;dyo
jola1263;dyo
jola1263;dyo
gusi1246;gsl
gusi1246;gsl
gusi1246;gsl
karo1294;krx
karo1294;krx
karo1294;krx
jola1262;csk
jola1262;csk
jola1262;csk
jola1262;csk
jola1262;csk
jola1262;csk
jola1262;csk
jola1262;csk
jola1262;csk
jola1262;csk
jola1262;csk
jola1262;csk
jola1262;csk
kera1248;hhr
kera1248;hhr
kera1248;hhr
kuwa1246;cwt
kuwa1246;cwt
kuwa1246;cwt
kuwa1246;cwt
kuwa1246;cwt
mlom1238;mlo
mlom1238;mlo
mlom1238;mlo
jowu1238;jow
lave1248;lbo
juan1238;jun
suda1237;pga
ladi1251;lad
jude1266;yhd
jude1265;aju
jude1256;jdt
jude1256;jdt
jude1264;yud
jude1263;ajt
jude1267;jye
whit1267;giw
juho1239;ktz
juku1254;jbu
juku1254;jbu
dyul1238;dyu
dyul1238;dyu
jumj1238;jum
hupd1244;jup
juqu1238;mxq
jura1242;juy
jurc1239;juc
juru1256;jur
beli1257;blm
chok1245;cjk
luva1239;lue
luva1239;lue
mbun1249;mck
mbun1249;mck
mbun1249;mck
kaan1247;ldl
kaan1246;gna
kaba1292;kvf
kaba1278;kbd
sara1322;kwg
kaba1281;ksp
yaey1239;rys
kabi1261;kbp
kabi1261;kbp
kabi1261;kbp
kabo1247;klz
kabo1247;klz
kabo1247;klz
kabo1247;klz
izon1238;ijc
rong1266;nbu
kabu1249;uka
kabu1254;kbu
kaby1243;kab
kaby1243;kab
kach1284;kcx
kach1279;xac
shin1264;scl
kada1284;kad
kada1282;kdu
muna1247;mnb
cent2100;dtp
kadi1248;kbc
otda1235;otd
katc1249;xtc
kadu1253;ktp
;
;
mand1444;aax
kafo1240;kpu
kaga1252;syw
kaga1256;cgc
guja1253;gju
kago1247;kdm
kagu1239;kki
kagu1239;kki
kahe1238;hka
kahu1241;agw
gbir1241;grh
kaia1245;kct
kaia1245;kct
kaid1239;kzp
kaie1237;kbw
kaik1246;kzq
kaim1241;zka
kain1272;kgp
orok1267;oro
kair1263;kxa
iwal1237;kbm
kaiy1239;tcq
kaiy1239;tcq
kaja1254;ckq
kaya1328;kyt
darg1241;dar
kaka1265;kke
kaka1265;kke
kaka1264;kka
kaka1264;kka
buna1277;bvn
kaki1249;tbd
kako1242;kkj
kako1242;kkj
kako1242;kkj
cacu1241;cbv
kakw1240;keo
kala1399;kal
kala1381;ijn
kala1256;kzz
kima1246;kig
taga1268;klg
kaga1255;kll
taga1268;klg
kala1397;kmh
kala1373;gwc
kala1397;kmh
kala1384;kck
kala1384;kck
kala1400;kyl
peri1253;mvf
kala1377;mwp
kips1239;sgc
indo1317;bdl
kare1338;kbn
lamp1243;ljp
keli1248;kbo
keli1248;kbo
keli1248;kbo
keli1248;kbo
keli1248;kbo
keli1248;kbo
gali1262;car
lubu1243;knb
limo1248;kmk
kali1308;fla
kalk1245;xka
kalk1246;ktg
ahin1234;kak
kele1259;ify
kalm1243;xal
kalm1243;xal
yang1293;yav
kalo1262;ywa
kalu1248;bco
kalu1248;bco
nort2735;doc
kama1372;vkm
kamw1239;hig
miju1243;mxj
kama1365;woi
kama1365;woi
kama1365;woi
kama1365;woi
kama1365;woi
kama1365;woi
kama1365;woi
kama1370;kbq
kama1358;kci
kama1357;jmr
kama1364;kgx
kama1351;xas
kama1360;klp
kama1367;kms
kama1367;kms
kama1373;kay
wagi1249;fad
kamb1316;ktb
kamb1316;ktb
kamb1303;kyy
kamb1297;kam
kamb1297;kam
kamb1297;kam
kamb1297;kam
kamb1299;xbr
kamb1302;irx
panc1247;pnp
apma1241;kbx
apma1241;kbx
erok1237;erw
tuli1249;tey
kami1256;kcu
kika1239;kzg
batu1255;btu
kami1256;kcu
kami1258;kmi
mvan1238;mcj
kamu1258;xmu
kamo1255;kgq
cams1241;kbh
came1254;wes
kamu1260;xla
xamm1241;xam
kamm1249;kdx
nort2735;doc
khan1278;ogo
kana1286;xnb
kana1291;knm
kana1283;xns
sout2649;pbt
kand1301;kqw
kand1303;gam
kand1300;kbs
kand1300;kbs
kane1243;kbl
kane1243;kbl
kane1243;kbl
kang1288;kcp
kang1291;igm
west2618;ikt
kang1281;kxs
kani1282;ktk
woro1256;jud
kani1279;kzo
kani1279;kzo
kani1285;knr
bomi1238;zmx
kani1286;kmu
kanj1260;kbe
kank1243;kne
nort2877;xnn
nucl1305;kan
nucl1305;kan
nucl1305;kan
haus1257;hau
kano1245;kxo
kano1244;kxn
kans1243;ksk
ngka1235;kcd
cent2050;knc
cent2050;knc
mang1399;kby
kany1247;kny
kany1247;kny
kaon1241;kqn
kaon1241;kqn
pamp1243;pam
hamt1247;hmt
ekar1243;ekg
kapo1250;khp
kapo1250;khp
kapi1249;kpg
kais1235;kzm
panc1247;pnp
kapr1245;dju
kapr1245;dju
kapt1235;kbi
ngaj1237;nij
kara1482;kah
kara1465;krc
kara1476;gbd
tair1256;uar
mato1250;mtm
kara1464;kdr
kara1500;kpj
kara1467;kaa
cent1973;pst
kara1478;kzr
woro1256;jud
kara1289;zkk
kara1499;kgv
kara1474;kpt
kara1495;xrw
kara1495;xrw
kara1481;reg
nort2775;gya
kara1486;leu
karb1241;mjw
kare1341;kmf
kare1348;kai
kare1348;kai
kare1335;krl
geba1237;kvq
manu1255;kxf
paok1235;blk
pwoe1235;kjp
pwow1235;pwo
sgaw1245;ksw
yinb1236;kvu
yint1235;kvy
kare1338;kbn
balt1258;bft
kari1306;kbj
kara1483;kdj
kari1303;kgn
kari1301;kmv
kari1255;kzw
kari1311;ktn
kari1316;kil
kark1258;yuj
kark1259;krb
kark1256;kko
karo1297;kxh
karo1304;kyh
karo1294;krx
karo1303;kgw
karo1303;kgw
gain1243;gcn
karo1297;kxh
bata1293;btx
karo1305;arr
gwan1268;gwn
kasa1248;ccj
kase1253;xsm
kase1253;xsm
kase1253;xsm
kash1280;kju
cash1251;cbr
cash1251;cbr
cash1251;cbr
cash1251;cbr
kash1277;kas
kash1274;csb
kask1239;kkz
miam1252;mia
chon1284;cog
kasu1251;khs
kasu1251;khs
kata1270;xat
baba1268;baa
katb1237;tmb
katb1237;tmb
katc1249;xtc
kate1253;kmg
;
mumm1238;kqa
ngaj1237;nij
katl1237;kcr
kato1244;ktw
kats1235;kaf
phuo1238;phg
nucl1668;kav
pano1254;knt
east1236;ktv
juho1239;ktz
atoh1238;aqm
kaul1240;pss
kaur1271;bpp
kaur1271;bpp
kaur1271;bpp
kaur1271;bpp
kaur1267;zku
kava1241;ckv
kava1241;ckv
;
kawa1276;kcb
kawa1283;xaw
kawe1240;kgb
jaqa1244;jqr
kaxa1239;ktx
cash1254;cbs
kaxu1237;kbb
kaya1329;kyz
kaya1328;kyt
kaya1328;kyt
kaya1328;kyt
east2342;eky
west2409;kyu
kaya1315;pdu
kaya1330;txu
kaya1319;gyd
kaye1241;kzl
kayt1238;gbb
kayt1238;gbb
indo1317;bdl
kayu1243;kzu
kome1238;kge
kome1238;kge
kaza1248;kaz
kaza1248;kaz
tata1255;tat
kazu1245;kzk
ejag1239;etu
keap1239;khz
bang1350;bnx
keda1252;ksx
kede1239;kdy
moru1253;mgd
kafa1242;kbr
kafa1242;kbr
kehu1238;khh
kehu1238;khh
keii1239;kei
keig1242;kec
keiy1238;eyo
mada1282;mda
kekc1242;kek
kela1255;kcl
saka1287;skt
keli1248;kbo
kelo1247;kyo
kelo1247;kyo
kema1243;kem
qima1242;ahg
qima1242;ahg
kemb1235;bzp
kemb1235;bzp
kemb1235;bzp
kemb1250;xkw
keme1240;dmo
manm1238;mml
boma1246;boh
kemt1242;kmt
kemt1242;kmt
kena1236;xbn
kend1252;kvm
keng1240;kyq
kens1248;kns
kens1251;ndb
kens1251;ndb
keny1279;ken
keny1279;ken
kama1367;kms
kenu1243;xnz
keoo1238;xxk
kera1255;ker
kera1248;hhr
;
kere1283;ked
kere1286;kxz
keri1250;kvr
keri1250;kvr
saka1287;skt
kesa1244;xes
suku1261;suk
khow1242;khw
kett1243;ket
keta1243;kae
kete1252;kcv
kete1254;xte
ketu1238;ktt
kett1243;ket
keor1235;xeu
kehu1238;khh
west2599;kew
east2516;kjs
erav1244;kjy
khak1248;kjh
turk1303;klj
khal1275;klr
halh1238;khk
gama1251;kgj
;
kham1290;kht
kham1291;ksu
west2420;kjl
khan1274;kjm
khan1273;kca
balt1258;bft
khar1287;khr
khar1283;ksy
balt1258;bft
shin1264;scl
khas1269;kha
khas1269;kha
khee1238;kqg
khet1238;xhe
khez1235;nkh
khin1240;kjj
shin1264;scl
khis1238;kqm
cent1989;khm
cent1989;khm
khmu1256;kjg
khmu1256;kjg
nama1264;naq
thai1261;tha
khva1239;khv
kxoe1243;xuu
newa1246;new
nubi1253;kcn
kibe1241;kie
kibi1239;prm
kibi1239;prm
kich1262;quc
kich1262;quc
kich1262;quc
kich1262;quc
kich1262;quc
kich1262;quc
kich1262;quc
kich1262;quc
kich1262;quc
kich1262;quc
kich1262;quc
kich1262;quc
achi1256;acr
kich1262;quc
kich1262;quc
kich1262;quc
kich1262;quc
kich1262;quc
kich1262;quc
kich1262;quc
kich1262;quc
kich1262;quc
kich1262;quc
kich1262;quc
kich1262;quc
kich1262;quc
kich1262;quc
kick1244;kic
bamb1270;ptu
holu1245;hol
kere1283;ked
koon1244;kng
koon1244;kng
koon1244;kng
koon1244;kng
huba1236;hbb
kild1236;sjd
kild1236;sjd
kili1267;kij
kili1268;klb
kilm1241;kih
luba1250;lub
kimm1246;kia
kima1246;kig
kima1244;kqr
mate1258;mgv
matu1259;mgw
kimb1242;kiv
kimb1242;kiv
kimk1238;sbt
kimk1238;sbt
kina1251;kco
dibo1245;bvx
kina1250;krj
ndam1239;ndj
sili1249;wul
guan1270;gqn
kinn1249;kfk
kint1239;knq
nyam1276;nym
kiny1244;kin
kion1242;kkm
kion1242;kkm
kiow1266;kio
kiow1264;apk
kipu1237;kyi
kire1240;geb
giiw1236;kks
gilb1244;gil
kiri1256;kiy
kiri1256;kiy
cerm1238;cme
kirm1248;kiu
rund1242;run
kiry1234;fkk
kirb1236;kkr
kiss1246;kis
kisa1266;kje
sout2778;kss
kisi1243;kiz
song1303;sop
nort2765;kqs
taab1238;tap
;
kitj1240;gia
kits1249;kii
kitu1245;mkw
sout2949;kjd
klam1254;kla
klao1243;klu
klao1243;klu
klao1243;klu
;
kelo1247;kyo
kelo1247;kyo
chek1238;mrn
kuoo1238;xuo
kooo1244;fuj
koas1236;cku
kobi1241;kcj
kobo1249;kpw
koda1236;cdz
koda1255;kfa
kode1237;vko
koen1239;kcs
kofe1239;kpi
kofy1242;kwl
cogu1240;kog
kobo1248;kgu
yaey1239;rys
sout2668;hnd
indu1241;mvy
koho1244;kpm
koho1244;kpm
kohu1244;bcs
kohu1244;bcs
koii1238;kkt
gras1249;kbk
gras1249;kbk
koir1240;nkd
koit1244;kqi
koit1244;kqi
koiw1243;kxt
coca1259;cod
koka1244;ktd
koke1240;kou
koko1265;xod
koko1269;kkk
kuku1273;gvn
kokb1239;trp
kolc1235;biw
shin1264;scl
nort2699;kfb
kolb1240;klc
izon1238;ijc
kolo1267;klm
indo1317;bdl
momb1254;dmb
momb1254;dmb
momb1254;dmb
momb1254;dmb
momb1254;dmb
momb1254;dmb
momb1254;dmb
momb1254;dmb
momb1254;dmb
kolu1245;klx
sout2750;yux
kolp1236;kol
kolp1236;kol
komc1235;bkm
komo1258;xom
komb1273;kpf
komb1274;tyn
komb1274;tyn
komb1272;xbi
nucl1452;mso
kome1238;kge
komi1269;koi
komi1269;koi
yaey1239;rys
komi1268;kpv
komi1268;kpv
wara1294;tci
komo1260;kmw
komo1260;kmw
komo1260;kmw
kons1243;kxc
kons1243;kxc
kons1243;kxc
komy1238;kzv
komc1235;bkm
komc1235;bkm
komi1270;kmm
komc1235;bkm
kona1242;kxw
jiba1237;juo
kond1303;knd
mong1338;lol
ulum1237;ulm
kone1241;kdw
koon1244;kng
sans1272;kwy
sans1272;kwy
ship1254;shp
kwan1276;knp
kwan1276;knp
coas1295;kjc
konk1267;knn
konk1269;xon
konk1269;xon
konn1242;kma
kono1268;kno
kono1268;kno
kono1268;kno
nucl1454;yva
wame1240;cou
kony1248;nbe
kony1250;mku
konz1239;koo
koon1244;kng
koon1245;ozm
koor1239;kqy
koon1245;ozm
tali1259;tlr
kopa1248;xop
kopa1248;xop
kopk1238;opk
kora1294;kpr
korr1238;kfd
kora1296;koz
kora1292;kqz
kora1291;kcy
kore1280;kor
kore1280;kor
kore1283;coe
kore1283;coe
shon1251;sna
kore1279;okh
kork1243;kfq
korl1238;vkp
koro1308;krf
koyr1242;ses
maho1249;mxx
koro1306;kfo
koro1298;kfz
koro1311;xkq
koro1304;krp
koro1304;krp
koro1304;krp
koro1312;khe
koro1316;jkr
koru1245;kpq
korw1242;kfp
kory1246;kpy
kosa1251;kiq
kosa1251;kiq
kosh1246;kid
boro1279;ksr
balk1252;rmn
kota1274;koq
kota1272;kqk
kota1274;koq
kota1274;koq
kota1274;koq
lamp1243;ljp
kota1263;kfe
kota1274;koq
kota1274;koq
koti1238;eko
kott1239;zko
bomi1238;zmx
kova1243;kqb
kova1243;kqb
kove1237;kvc
kowa1245;xow
kowi1239;kwh
ngom1270;nra
koya1253;kga
ngom1270;nra
koya1251;kff
koyo1242;koh
koor1239;kqy
koyr1240;khq
koyu1237;koy
koys1242;kqd
winy1241;kst
kpag1238;kuw
kpan1246;kpk
kpan1246;kpk
kpas1242;pbn
kpas1242;pbn
gbay1278;gyg
kpat1244;kym
libe1247;xpe
guin1254;gkp
guin1254;gkp
libe1247;xpe
krac1238;kye
krac1238;kye
krah1246;xra
kala1372;kls
kren1239;kqq
krey1238;xre
krim1238;krm
krio1253;kri
krob1245;kxb
kron1241;kgo
;
lamp1243;ljp
tepo1239;ted
pyek1235;pye
tepo1239;ted
kryt1240;kry
puoc1238;puo
puoc1238;puo
kuaa1238;tyu
sema1269;sdm
east2333;mng
darg1241;dar
lezg1247;lez
kubi1239;kof
kubo1242;jko
kubu1239;kvb
nkut1238;nkw
kudm1238;kyw
kudu1241;kov
kuga1239;kow
kuii1252;kxu
kuik1246;kui
kuii1253;kvd
kuii1253;kvd
kuyy1240;kdt
kuyy1240;kdt
kuja1239;vkj
kukk1239;kfn
kuke1242;kez
kuke1242;kez
cind1241;cdr
bari1284;bfa
kuku1280;uwa
urim1252;uri
kula1280;tpg
boun1243;nku
kule1247;kul
culi1244;cul
kuli1255;xpk
kuli1254;vkl
dawr1236;dwr
dawr1236;dwr
ikul1238;ikl
kulu1253;kle
kulu1255;bbu
kuma1280;kue
kuma1275;kdi
kuma1274;kmj
kuma1278;ksl
kuma1273;kfy
kumb1238;ksm
kumb1274;xks
kumu1247;kuo
kumy1244;kum
kumz1235;zum
kuna1268;kun
guja1253;gju
sanb1242;cuk
izon1238;ijc
kund1255;kdn
orok1266;bdu
kung1261;knw
kung1258;kgl
kung1261;knw
kuni1263;kse
kuni1267;kup
miya1259;mvi
kuni1265;kvg
kunj1245;kjn
kung1259;ggk
mand1415;cmn
kuny1238;njx
kunz1244;kuz
okuu1243;oku
kuot1243;kto
kupa1238;kug
kupa1239;mkn
kupa1238;kug
kupa1238;kug
kups1238;kpz
kura1249;krh
kura1250;knk
cent1972;ckb
nort2641;kmr
kuri1260;nbn
kuri1259;kuj
kuri1259;kuj
kuri1259;kuj
ainu1240;ain
tumt1243;tbr
yaey1239;rys
kurr1243;vku
kurt1248;xkz
kuru1309;kyr
kuru1305;kjr
kuru1302;kru
kuru1302;kru
aluk1238;xua
nepa1253;kxl
even1259;evn
kusa1251;ksg
kosr1238;kos
kusa1250;kus
kush1236;kuh
kusu1252;ksv
kusu1250;kgg
kusu1250;kgg
kusu1252;ksv
gwic1235;gwi
kute1248;kub
kute1249;kut
kute1248;kub
saka1292;skm
kutu1263;kdc
kutu1263;kdc
kuuk1238;kuy
kuvi1243;kxv
kuwa1247;blh
kuwa1246;cwt
gulf1241;afb
kuvi1243;kxv
kuyy1240;kdt
kwaa1269;ksq
kwad1244;kwz
kwad1248;wka
gula1270;gmb
kwai1243;kwd
kwak1266;kwu
kwak1269;kwk
uare1241;ksj
kwam1251;kwm
kwam1252;tnk
kwam1252;tnk
kwam1252;tnk
luya1241;lyn
kwan1278;kwj
kwan1273;kwn
kwan1273;kwn
kwan1273;kwn
luya1241;lyn
luya1241;lyn
luya1241;lyn
luya1241;lyn
zimb1251;zmb
vagh1247;bij
kuan1247;kua
kuan1247;kua
kwar1239;kwf
kwas1243;nmg
kwat1244;kop
kway1241;kya
kway1241;kya
kwaz1243;xwa
kwaa1265;bko
kwaa1262;kwb
kweg1241;xwg
kweg1241;xwg
bekw1242;bkw
bekw1242;bkw
kwer1265;kwr
nucl1595;kwe
nucl1595;kwe
nucl1595;kwe
kauw1242;xau
kwer1263;xwr
nucl1595;kwe
kwer1264;kkb
kwes1244;kws
kwes1244;kws
pomo1271;pmm
pomo1271;pmm
kwes1245;kwt
kwes1245;kwt
kwes1244;kws
kwin1242;kuc
kwin1243;kww
irig1241;iri
kwom1262;kmo
nucl1593;kwo
boik1241;bzf
boik1241;bzf
kxoe1243;xuu
kyen1243;kql
kyak1243;bka
kyak1244;kyc
kyen1243;kql
kyen1242;tye
kyer1238;kgy
kirg1245;kir
kete1252;kcv
kete1252;kcv
lwal1238;lwa
lwal1238;lwa
song1303;sop
luba1249;lua
kany1247;kny
kany1247;kny
luba1250;lub
sang1331;sng
sala1268;slx
nkoy1244;nka
laar1238;ldi
laar1238;ldi
laar1238;ldi
laal1242;gdm
leha1242;cae
leha1242;cae
teke1277;lli
teke1277;lli
laal1241;bwj
labi1244;lbi
labi1245;jku
labo1244;mwi
labo1244;mwi
labu1248;lbu
laca1243;lac
lach1248;lbt
lach1249;zpl
lada1244;lbj
lagw1237;kot
laha1250;lha
laha1253;lhn
lahu1253;lhu
lahu1253;lhu
cent2009;zch
laiy1246;lji
lakk1252;lbe
moru1253;mgd
indo1317;bdl
mara1382;mrh
lako1247;lkt
cent1973;pst
lakk1238;lbc
lako1245;lkn
indo1317;bdl
lako1247;lkt
lakk1252;lbe
lala1268;nrz
lala1261;lla
makc1235;mkg
makc1235;mkg
xish1235;ywt
lama1275;las
lama1277;slp
lamu1254;lby
lamu1254;lby
lama1278;lmr
lama1288;hia
lamb1269;lmn
lava1239;lbv
lamb1271;lam
lamb1271;lam
mbol1247;mdq
lamb1273;lmy
lamb1272;lai
lamb1272;lai
lame1257;bma
lame1260;lmu
mere1242;lmb
lamm1241;lev
lamm1241;lev
lamm1241;lev
lamm1241;lev
lamn1239;lns
lamn1239;lns
lamo1244;lmg
lame1256;lbn
nort2740;nod
lamp1243;ljp
lamp1242;abl
lamp1242;abl
land1256;ldm
land1256;ldm
land1256;ldm
land1256;ldm
land1256;ldm
opuu1239;lgn
wala1266;lgl
lang1328;lnm
lege1241;lcc
indo1317;bdl
khor1269;kmz
mbol1247;mdq
sout2787;lnl
lang1318;lna
lang1318;lna
lang1318;lna
baha1256;yha
lang1324;laj
occi1239;oci
nort2845;mrq
west2594;dnw
lano1248;lnh
nort2724;bfc
laoo1244;lao
laoo1244;lao
indo1317;bdl
rara1235;lra
yauy1235;qux
lari1253;lrl
lare1249;lrv
lari1255;alo
lara1258;lrg
lart1238;lar
laru1238;lan
laro1243;lro
lasa1237;llm
lasg1238;lsa
lash1243;lsi
lash1243;lsi
lasi1242;lss
zena1237;zeg
;
lati1261;lat
lati1261;lat
stan1325;lvs
stan1325;lvs
balt1257;rml
lauu1247;llu
laua1245;luf
lauj1238;law
lauj1238;law
indo1317;bdl
lauu1247;llu
lave1249;brb
lavu1241;lvk
lawa1257;lbx
west2396;lcp
panc1247;pnp
lawi1235;lvi
west2430;mmr
lazz1240;lzz
leal1235;cle
saka1287;skt
kheh1237;tlx
leel1242;ldk
lefa1242;lfa
lega1249;lea
cent2087;bcl
lega1250;lgm
lega1249;lea
lega1249;lea
legb1242;agb
legb1242;agb
leha1243;tql
leha1244;urr
leha1242;cae
lein1237;lzn
leip1237;lek
vani1248;vam
vani1248;vam
bomi1238;zmx
leco1242;lec
clel1238;dri
lela1246;llk
leel1242;ldk
lele1270;lle
chek1238;mrn
lele1267;lpa
lele1276;lln
lele1266;llc
lemb1266;leq
leme1238;lrz
lemi1243;lei
lemo1243;ley
lemo1242;ldj
indo1317;bdl
mber1257;mdt
lena1238;tnl
lena1238;tnl
lenc1244;len
lenc1244;len
lend1245;led
lend1245;led
lend1245;led
lend1245;led
lend1245;led
lend1245;led
lend1245;led
leng1259;lgr
leng1258;lej
leng1258;lej
leng1259;lgr
sout2989;enx
sout2989;enx
leni1238;lnj
lenj1248;leh
leny1238;ldg
leny1238;ldg
lepc1244;lep
lepk1238;lpe
lere1241;gnh
lere1241;gnh
lere1241;gnh
lete1241;nms
leti1246;lti
kheh1237;tlx
kamb1299;xbr
lewo1242;lww
lewo1242;lww
lewo1242;lww
lewo1242;lww
lewo1242;lww
lewo1242;lww
lewo1242;lww
leyi1238;ayi
leyi1238;ayi
lezg1247;lez
lezg1247;lez
tibe1272;bod
lhom1239;lhm
konz1239;koo
liab1237;lix
shee1238;shx
cent2009;zch
libe1247;xpe
libi1250;liq
elip1238;ekm
libi1244;liz
libi1244;liz
libi1244;liz
bamw1238;bmg
bamw1238;bmg
bamw1238;bmg
libo1242;lbl
bamw1238;bmg
bamw1238;bmg
bamw1238;bmg
ligb1244;lig
ligu1248;lij
ligu1248;lij
ligu1248;lij
loba1239;loq
sekp1241;lip
liku1243;lib
likw1239;kwc
lila1246;lll
lika1243;lik
lill1248;lil
lima1246;bme
limb1266;lif
limb1268;lmp
limb1268;lmp
limb1263;lim
nucl1327;lmc
jama1262;jam
limo1248;kmk
ling1262;onb
band1344;liy
band1344;liy
band1344;liy
band1344;liy
ling1263;lin
ling1263;lin
ling1265;lgk
ngom1268;ngc
ling1242;pml
leni1238;lnj
lioo1240;ljl
bomi1238;zmx
lipa1241;apl
lise1239;lcl
lish1235;lsh
lish1247;lsd
lish1246;trg
lisu1250;lis
lisu1250;lis
lith1251;lit
lith1251;lit
balt1257;rml
litz1237;lzl
sima1258;sie
jion1236;pnu
livv1244;liv
livv1244;liv
hlai1239;lic
hlai1239;lic
loba1239;loq
loba1239;loq
lobi1245;lob
lolo1264;loa
lodh1246;lbm
logb1245;lgq
logo1259;log
logo1262;lof
logo1258;rag
logo1258;rag
logo1258;rag
logo1258;rag
logo1261;liu
logo1259;log
logo1259;log
logo1259;log
logo1259;log
logo1259;log
logo1259;log
logo1259;log
logo1259;log
logo1259;log
akoy1238;miw
nort2727;lbr
;
loka1252;yaz
loka1252;yaz
madi1260;mhi
kele1255;khy
kele1255;khy
kele1255;khy
kele1255;khy
loko1255;lok
araw1276;arw
loko1254;lky
loko1255;lok
lolo1261;llb
lolo1264;loa
lolo1259;ycl
bang1365;mfb
loma1260;lom
baba1268;baa
loma1235;rmi
loma1260;lom
lomb1257;lmo
lomb1257;lmo
lomb1254;lmi
lomb1260;loo
mong1338;lol
lomw1241;ngl
cent2009;zch
long1395;lgu
jion1236;pnu
jion1236;pnu
cent2004;bca
long1387;wok
long1389;lnu
long1389;lnu
zuoj1238;zzj
main1275;xkl
west2564;zbw
loni1238;los
ntom1248;nto
lonw1238;crc
looo1238;ldo
looo1238;ldo
lopa1238;lop
lore1244;lnn
teen1242;lor
ding1239;diz
ding1239;diz
lote1237;uvl
khor1269;kmz
louu1245;loj
vlax1238;rmy
lave1248;lbo
lowa1242;loy
west2441;are
chin1286;chh
pima1248;pia
puyu1239;pyu
poko1261;pkb
lowe1388;sli
lowe1385;dsb
lowe1385;dsb
lowe1425;taa
coat1238;mco
lozi1239;loz
luuu1242;khb
luan1263;lex
onto1237;ojv
niel1243;nie
luba1249;lua
lubi1238;kcc
lubi1238;kcc
lubu1241;lcf
luch1239;lch
luch1239;lch
luuu1242;khb
luuu1242;khb
lufu1237;ldq
gand1255;lug
lugb1240;lgg
lugb1240;lgg
lugb1240;lgg
lugb1240;lgg
lugb1240;lgg
lugb1240;lgg
lugb1240;lgg
lugb1240;lgg
lugb1240;lgg
lugb1240;lgg
lugu1238;ruf
luis1253;lui
arop1243;apr
lukp1238;dop
lukp1238;dop
lule1238;ule
lule1254;smj
lule1254;smj
olub1238;lul
olub1238;lul
tair1256;uar
lumb1249;lup
lumb1249;lup
lumb1249;lup
lumb1249;lup
holo1240;hoo
lumu1239;lmd
lund1266;lun
lund1266;lun
lund1266;lun
lung1249;lga
zuoj1238;zzj
zuoj1238;zzj
lund1271;lnd
luok1236;luo
nort2724;bfc
nort2724;bfc
mula1253;mlm
luok1236;luo
herm1237;llf
sout2647;luz
luri1256;ldd
lush1249;lus
lush1252;lut
lusi1240;khl
luva1239;lue
indo1317;bdl
luxe1241;ltz
luya1241;lyn
luya1241;lyn
luya1241;lyn
taih1246;tiz
lele1265;lel
lele1265;lel
lele1265;lel
lyel1241;lee
lyel1241;lee
lyng1241;lyg
bemb1257;bem
lala1264;leb
soli1239;sby
tong1318;toi
tong1318;toi
made1252;msj
madi1260;mhi
madi1260;mhi
madi1260;mhi
madi1260;mhi
maak1236;mew
masa1300;mas
area1240;alu
maay1238;ymm
maba1270;mmz
maba1273;mfz
maba1270;mmz
maba1277;mde
mabi1242;muj
maca1260;mca
maca1259;mbn
mace1250;mkd
balk1252;rmn
vlax1238;rmy
mach1266;jmc
mach1267;mcb
macu1260;myy
macu1259;mbc
mada1282;mda
mada1285;mmx
bauc1238;bsf
mada1293;mxu
mudh1235;gau
madh1244;dmd
madi1261;grg
culi1244;cul
madh1244;dmd
madi1261;grg
madi1261;grg
modo1249;mqo
nucl1460;mad
nort2646;pbu
maee1241;mme
maee1241;mme
mafa1239;maf
mafe1237;mkv
maga1260;mag
east2352;mgp
east2352;mgp
ruka1240;dru
magh1238;gmd
mago1248;zgr
taih1246;tiz
magu1243;mdh
mahi1248;mjy
maho1248;mhb
maho1248;mhb
maho1248;mhb
maho1248;mhb
besi1244;mhe
maia1253;tnh
lemb1266;leq
nort2951;mjd
nort2951;mjd
maii1238;mmm
east2440;mky
mail1248;mgu
