Glottocode;ISO639P3code
come1251;xcm
;
como1259;coo
giry1241;nyf
copt1239;cop
cori1240;cry
corn1251;cor
cors1241;cos
nort2939;neq
halk1245;hur
cowl1242;cow
cree1270;mus
wood1236;cwd
balk1252;rmn
crim1257;crh
crim1257;crh
croa1245;hrv
croa1245;hrv
cros1244;mfn
cros1244;mfn
cros1244;mfn
crow1244;cro
cruz1243;crz
hung1274;hun
cuaa1241;cua
cube1242;cub
cube1242;cub
cuib1242;cui
;qpj
tepe1280;cux
;qpb
cunn1236;cuq
bord1248;kvn
cung1238;cug
cupe1243;cup
turk1306;tuz
curr1243;kpc
nort2976;qul
cuvo1236;cuv
cuyo1237;cyo
cusc1236;quz
czec1258;ces
czec1258;ces
amis1246;ami
carr1249;crx
cent2127;esu
enya1247;gey
bang1350;bnx
holo1240;hoo
buyu1239;byi
daak1235;kzf
daas1238;dsh
daas1238;dsh
nucl1683;dbq
maza1304;dkx
dabe1239;dbe
tawo1244;tbp
gamo1243;gmv
dadi1249;dbd
wusa1235;yig
daga1275;dgz
sout2789;dga
daga1272;dgd
daga1275;dgz
dagb1248;dgk
dagb1246;dag
dagi1241;dec
wamp1247;lbq
daha1247;dlk
daha1245;dal
daha1245;dal
buna1273;bwx
daii1240;dij
dair1239;drb
daka1243;bpa
daka1243;bpa
dako1258;dak
west2458;bbp
dakp1242;dka
west2458;bbp
west2458;bbp
dalm1243;dlm
dayi1244;dax
dama1267;dmm
dama1268;dam
dama1272;uhn
mala1522;mbp
awac1238;vwa
nort3139;apc
mama1276;mqj
damb1246;dac
dame1241;dml
dame1241;dml
mari1428;dad
damp1237;dms
chua1256;cqd
dana1254;dnr
dana1252;dnu
dana1252;dnu
dang1260;thl
sout2877;mcy
dang1274;daa
adan1247;ada
adan1247;ada
dani1285;dan
dani1285;dan
uppe1430;dna
dano1240;aso
dano1240;aso
dano1240;aso
koch1253;dhw
ndug1245;ndx
daon1243;dnd
iumi1238;ium
dzao1238;bpn
;rbl
dara1250;dry
dara1250;dry
khor1269;kmz
khor1269;kmz
shin1264;scl
darg1241;dar
darg1241;dar
dadi1250;mps
darl1243;drl
darm1243;drd
daro1239;dro
hawk1239;xda
cent2004;bca
shin1264;scl
dass1243;dot
dato1239;tcc
dato1239;tcc
dato1239;tcc
dato1239;tcc
dato1239;tcc
daur1238;dta
daww1239;kwa
dawa1242;dww
dawe1237;ddw
tait1250;dav
dayy1236;dai
lamp1243;ljp
daza1242;dzg
hani1248;hni
para1301;prk
diri1252;diu
ruch1235;pce
ruch1235;pce
decc1239;dcc
dedu1240;ded
defa1248;afn
degg1238;mzw
dege1246;deg
dege1246;deg
dege1246;deg
dege1247;dge
tain1252;tdd
tain1252;tdd
dehu1237;dhv
mala1480;xdy
muns1251;umu
alge1239;arq
demi1242;dei
demt1241;dmy
demt1241;dmy
demt1241;dmy
demt1241;dmy
demm1245;dem
deno1239;dbb
dend1243;ddn
dend1243;ddn
dend1242;deq
dagi1241;dec
deni1241;dny
deny1238;anv
deny1238;anv
deny1238;anv
deny1238;anv
dera1248;kna
desa1247;des
desa1247;des
ciac1237;cia
deor1238;der
dewo1238;dee
dewo1238;dee
dezf1238;def
ndak1242;ncp
dghw1239;dgh
bugh1239;bgt
dhai1238;dhs
saja1240;sjl
dhao1237;nfa
dhar1247;dhr
dhar1248;xgm
dhim1246;dhi
dhof1235;adf
;
dhun1238;dhd
dhur1239;dhu
;dwu
diaa1238;dia
dibi1240;dby
dibo1247;dio
idii1243;idi
dibo1247;dio
dibo1247;dio
lako1244;dic
lako1244;dic
lako1244;dic
yoco1235;gud
didi1258;did
tawo1244;tbp
tawo1244;tbp
kumi1248;dih
digo1243;dig
sout2940;kts
iron1242;oss
digo1243;dig
digo1243;dig
sout2940;kts
diji1241;cfa
dill1242;dil
dima1252;jma
dima1251;dis
dima1252;jma
dimb1238;dii
dime1235;dim
dimi1244;dmc
mare1261;mrx
mare1261;mrx
ding1239;diz
ding1239;diz
ding1239;diz
nort2815;dip
nort2816;diw
sout2834;dks
sout2833;dib
diod1237;ddi
yoyy1238;yoy
jola1263;dyo
jola1262;csk
diri1259;dwa
diri1252;diu
diri1253;dir
guja1253;gju
nort2646;pbu
gumu1244;guk
dita1238;tbz
diti1235;dtd
diuw1238;diy
dixo1238;dix
dixo1238;dix
dier1241;dif
dizi1235;mdx
dizi1235;mdx
;dja
djam1256;djr
djam1255;djd
;dwu
djau1244;djn
djee1236;djj
zarm1239;dje
djin1253;dji
djin1252;djb
djin1251;jig
dobe1238;kvo
dobu1241;dob
doee1238;doe
doee1238;doe
doee1238;doe
dogh1241;dgx
toro1252;dts
bond1248;dbu
dogu1235;dbg
donn1239;dds
jams1239;djm
tene1248;dtk
tomo1243;dtm
toro1253;dtt
toro1253;dtt
toro1253;dtt
dogo1295;dos
dogo1295;dos
dogo1294;dgs
dogr1250;dgo
dogr1252;dgr
dogu1235;dbg
dogu1235;dbg
ngom1268;ngc
ngom1268;ngc
ngom1268;ngc
doko1243;uya
doko1243;uya
newa1246;new
sint1235;rmo
dolg1241;dlg
domm1246;doa
doma1260;dmk
doma1258;rmt
domp1238;doy
domu1245;dof
domu1246;dev
domu1245;dof
dond1249;dok
dong1293;doh
mula1253;mlm
dong1290;doo
dong1294;ddd
dong1290;doo
biao1256;bmt
minn1241;nan
ling1262;onb
donn1239;dds
donn1239;dds
donn1239;dds
doya1240;dow
;qbn
dogo1295;dos
dogo1295;dos
dori1246;dor
koya1251;kff
doro1266;kqc
doro1266;kqc
doro1266;kqc
doro1266;kqc
dorz1235;doz
dorz1235;doz
dorz1235;doz
doso1239;dol
;
khor1269;kmz
tour1243;don
dout1240;tds
nyis1236;njz
drun1238;duu
dual1243;dua
dual1243;dua
dubu1240;dmu
dubu1240;dmu
dudu1240;duk
dugu1249;dbm
dugw1239;dme
dugw1239;dme
tsou1248;tsu
duhw1236;kbz
huns1239;dud
duke1237;nke
duli1241;duz
duma1253;dma
casi1235;dgc
duma1253;dma
duma1253;dma
duma1253;dma
dumb1241;duf
dumi1241;dus
dumi1241;dus
vani1248;vam
dump1243;wtf
duna1248;duc
dung1253;dng
dung1252;raa
dung1251;duh
midd1327;mpl
dupa1235;duo
duri1243;dbn
duru1249;dug
dusn1237;dsn
dusu1271;dun
dusu1269;duq
cent2100;dtp
dusu1267;duw
vani1248;vam
dutc1256;nld
dutc1256;nld
waka1274;wkw
duun1242;dux
duun1242;dux
duun1242;dux
duun1242;dux
duvl1242;duv
duvl1242;duv
duwe1237;gve
dwan1238;nnu
dyaa1242;dyy
dyan1251;dya
dyan1250;dyn
zeem1242;zua
djim1235;dyi
dyir1250;dbl
myen1241;mye
dibo1245;bvx
ding1239;diz
ding1239;diz
ding1239;diz
ding1239;diz
dzod1238;add
dzon1239;dzo
dzuu1241;dnn
dzuu1241;dnn
dzuu1241;dnn
nucl1235;hye
balt1258;bft
east2690;avl
dari1249;prs
nort2628;frs
east2398;xrb
kati1270;bsh
kekc1242;kek
east2414;kqo
mars1254;mah
east2409;nle
east2652;hae
east2652;hae
achi1256;acr
east2346;tge
ibal1241;tek
ibal1241;tek
east2443;omb
east2443;omb
east2443;omb
east2486;zbe
east2472;dmr
east2447;fud
kala1399;kal
east2387;lma
east2440;mky
east2462;vme
izon1238;ijc
carp1235;rmc
izon1238;ijc
heib1243;hbn
ebir1243;igb
ebir1243;igb
ebir1243;igb
ebri1238;ebr
ebri1238;ebr
ebug1241;ebg
nucl1417;ibo
baha1256;yha
bini1246;bin
edol1239;etr
edop1238;dbf
bini1246;bin
bini1246;bin
dibo1245;bvx
efai1241;efa
efee1239;efe
efik1245;efi
efik1245;efi
efut1242;ofu
efut1242;ofu
awut1241;afu
egaa1242;ega
nort2724;bfc
budz1238;bja
enge1239;enn
eggo1239;ego
mboc1235;mbo
ehue1238;ehu
kett1243;ket
eipo1242;eip
eipo1242;eip
eiti1240;eit
nucl1643;jpn
ejag1239;etu
ejam1238;eja
ekaj1238;eka
ekaj1238;eka
ekit1246;eke
ejag1239;etu
ndoe1238;nbb
ndoe1238;nbb
izon1238;ijc
ekpe1253;ekp
elam1244;elx
band1355;bnd
luse1252;lse
luse1252;lse
elem1253;elm
elem1253;elm
elke1240;elk
eloy1241;afo
eloy1241;afo
eloy1241;afo
paul1238;plh
paul1238;plh
paul1238;plh
paul1238;plh
akoo1248;bss
ilwa1237;mlk
elhu1238;elh
elmo1238;elo
elna1235;crn
emae1237;mmw
emai1241;ema
emba1238;emb
embe1262;cmi
nort2972;emp
nort2972;emp
embe1261;tdc
embu1241;ebu
emum1240;enr
emum1240;enr
emer1243;eme
apal1256;ena
emil1241;egl
emil1241;egl
emil1241;egl
empl1237;emw
emum1240;enr
enap1235;pbh
enaw1238;unk
ende1246;end
mark1255;enb
myen1241;mye
enga1252;enq
enge1239;enn
engg1245;eno
dama1272;uhn
dama1272;uhn
stan1293;eng
stan1293;eng
nort2724;bfc
enuu1235;enu
enwa1245;enw
enya1247;gey
enya1247;gey
enya1247;gey
beti1248;eot
epen1239;sja
bomi1238;zmx
epen1239;sja
epie1238;epi
epie1238;epi
iliu1237;ilu
ogea1238;eri
erit1239;ert
erit1239;ert
erit1239;ert
erre1238;err
eruw1238;erh
cent2004;bca
erzy1239;myv
erzy1239;myv
esan1238;ish
esee1248;ese
esee1247;mcq
esim1238;ags
esim1238;ags
eska1234;esy
sode1235;soc
espe1235;epo
esse1238;esq
esto1258;ekk
esto1258;ekk
esto1258;ekk
esto1258;ekk
sout2679;vro
eteb1238;etb
geez1241;gez
etky1238;ich
eton1253;eto
eton1253;eto
eton1255;etn
edol1239;etr
etru1241;ett
ejag1239;etu
ejag1239;etu
opat1246;opt
even1260;eve
even1259;evn
even1259;evn
ewag1241;nou
ewag1241;nou
ewag1241;nou
even1260;eve
even1259;evn
even1259;evn
ewee1241;ewe
ewon1239;ewo
ewon1239;ewo
ewon1239;ewo
ewon1239;ewo
eyak1241;eya
suku1261;suk
sumb1240;suw
faga1239;faf
fait1240;faj
kagf1238;gel
fala1241;fax
sout2782;fal
fali1285;fli
kamw1239;hig
kamw1239;hig
fali1285;fli
famm1241;fam
kron1241;kgo
fana1235;fng
fang1248;fak
makc1235;mkg
fang1246;fan
fang1246;fan
fang1246;fan
fang1246;fan
fang1246;fan
fang1246;fan
fang1246;fan
amis1246;ami
faro1244;fao
fass1245;fqs
fasu1242;faa
amis1246;ami
sout2895;nxl
fata1245;far
fata1247;ddg
mono1273;mte
babu1240;bzg
fayu1238;fau
fada1250;fab
hmwa1243;mrk
fefe1239;fmp
fefe1239;fmp
guib1244;zgn
fero1244;fer
fwee1238;fwe
cent2194;tzm
fiji1243;fij
fiji1243;fij
mele1250;mxe
;ebk
maho1249;mxx
finn1318;fin
finn1318;fin
kalo1256;rmf
fipa1238;fip
fira1238;fir
foau1240;flh
foii1241;foi
woje1238;jod
folo1238;ppo
folo1238;ppo
folo1238;ppo
folo1238;ppo
fonn1241;fon
fong1243;fgr
fonn1241;fon
sawk1238;swn
fora1245;frq
ford1242;frd
fore1270;for
fore1265;enf
fore1265;enf
siny1243;sys
fort1240;frt
mesk1242;sac
fare1241;gur
vlaa1240;vls
stan1290;fra
stan1290;fra
west2354;fry
friu1240;fur
miya1259;mvi
pula1263;fuc
west2454;fuh
nige1253;fuv
nige1253;fuv
maas1239;ffm
west2454;fuh
nige1253;fuv
adam1253;fub
adam1253;fub
maas1239;ffm
fuli1240;flr
fuln1247;fun
teke1274;ifm
teke1274;ifm
furr1244;fvr
furu1242;fuu
izon1238;ijc
cent2009;zch
kamw1239;hig
futu1245;fut
east2447;fud
fuyu1242;fuy
fuyu1242;fuy
fuyu1242;fuy
fuyu1242;fuy
mind1253;cdo
mind1253;cdo
fwee1238;fwe
fyam1238;pym
fyer1241;fie
ngaz1238;zdj
nucl1379;zga
gaaa1244;gaa
gaga1251;gbu
gaan1243;gqa
gaan1243;gqa
abad1241;kbt
niks1238;gbe
gabr1253;gab
serr1255;ser
gobu1238;gox
gada1258;gdg
gade1242;ged
gads1258;gaj
agar1252;agd
scot1245;gla
gafa1240;gft
alek1238;gah
gaga1249;gag
gagu1242;ggu
alek1238;gah
dano1240;aso
gaik1242;gbf
gaik1242;gbf
gain1243;gcn
gain1243;gcn
gain1243;gcn
gall1278;gap
gala1264;glo
gale1259;gbi
gale1259;gbi
gali1261;gce
gali1258;glg
ndai1238;gke
gall1276;sdn
galo1242;adl
galo1243;gal
sina1269;siu
myen1241;mye
myen1241;mye
bore1247;gai
bore1247;gai
gami1243;kld
gamo1243;gmv
gamo1243;gmv
gamo1241;bte
gana1270;gne
gand1255;lug
;
gang1267;gcd
gang1270;ggl
gang1267;gcd
gang1268;gnl
buru1296;bsk
gant1244;gao
ganz1246;gza
ganz1246;gza
ganc1239;gan
ganc1239;gan
ganc1239;gan
ganc1239;gan
ganc1239;gan
ganc1239;gan
ganc1239;gan
ganc1239;gan
ganc1239;gan
ganc1239;gan
ganc1239;gan
ganc1239;gan
ganc1239;gan
ganc1239;gan
ganc1239;gan
ganc1239;gan
ganc1239;gan
ganc1239;gan
ganc1239;gan
ganc1239;gan
ganc1239;gan
ganc1239;gan
gapa1238;pwg
east2333;mng
gwan1268;gwn
khow1242;khw
gara1269;wrk
gari1256;cab
garo1247;grt
garr1259;gex
nobo1238;gaw
garu1246;gyb
occi1239;oci
gata1239;gaq
kodi1247;kod
gudu1252;gdf
gava1241;gou
gava1241;gou
para1315;gvp
gavi1246;gvo
gawa1247;gwt
gaww1239;gwd
gaww1239;gwd
gayi1237;gyl
gayo1244;gay
gazi1243;gzi
gbag1258;gbr
gbag1258;gbr
band1343;bpd
gban1260;gbv
gban1258;gbg
gban1258;gbg
izon1238;ijc
izon1238;ijc
gbar1246;gby
gbay1288;krs
gbay1287;gbp
gbay1287;gbp
gbay1286;gbq
nort2775;gya
nort2775;gya
nort2775;gya
nort2775;gya
nort2775;gya
nort2775;gya
nort2775;gya
nort2775;gya
gbay1281;gmm
gbay1281;gmm
gbay1278;gyg
woje1238;jod
gbay1287;gbp
west2458;bbp
west2458;bbp
mada1282;mda
gebe1237;gei
goba1246;goi
giky1238;acd
geda1237;gdd
geda1237;gdd
gede1246;drs
gede1246;drs
gede1246;drs
gull1241;gul
geez1241;gez
geez1241;gez
geez1241;gez
geji1246;gji
akha1245;ahk
whit1267;giw
redg1235;gir
gree1278;giq
geme1244;geq
genn1243;gej
gain1243;gcn
gend1249;gaf
gend1249;gaf
song1300;sod
geng1243;geg
giny1241;ayg
nucl1302;kat
nucl1302;kat
gera1246;gew
gera1246;gew
geru1240;gea
gese1240;ges
seba1251;sgw
guru1261;gvr
ghad1239;gha
ghad1239;gha
ghan1244;gpe
ghar1239;gri
ghay1237;bmk
ghay1237;bmk
ghom1247;bbj
ghom1247;bbj
ghom1257;gho
ghot1243;aaa
ghot1243;aaa
blab1237;blp
kamw1239;hig
nort2930;kiw
giba1240;gib
cond1242;gih
gida1247;gid
koor1239;kqy
dira1242;gdl
dira1242;gdl
kiku1240;kik
kiku1240;kik
kiku1240;kik
giky1238;acd
gila1241;glk
guja1253;gju
shin1264;scl
gily1242;niv
gily1242;niv
gily1242;niv
gily1242;niv
gily1242;niv
gily1242;niv
gane1237;gzn
gimi1243;gim
gira1247;bbr
kire1240;geb
giry1241;nyf
giry1241;nyf
giry1241;nyf
giry1241;nyf
sira1266;swj
gwan1268;gwn
gitu1237;ggt
gitx1241;git
luwo1239;lwo
gizr1240;tof
gizr1240;tof
gizr1240;tof
norw1258;nor
glav1244;glw
glio1241;oub
goan1235;gom
gupa1247;guf
gaww1239;gwd
gobu1238;gox
godi1239;god
godi1239;god
ghod1238;gdo
goem1240;ank
gofa1235;gof
gofa1235;gof
gogo1263;gog
gogo1265;ggw
arii1243;aac
gogo1265;ggw
shin1264;scl
goka1239;gkn
gola1255;gol
gola1255;gol
gola1255;gol
goli1247;gvf
west2458;bbp
guma1253;gnn
nort2702;gno
ugon1239;ugo
gong1251;goe
nort2724;bfc
gonj1241;gjn
gonj1241;gjn
goon1238;gni
nort2930;kiw
gorr1238;gqr
goro1259;gor
goro1261;grq
goro1261;grq
goth1244;got
goun1238;goy
gour1243;gux
gour1243;gux
guro1248;goa
tiri1258;cir
gran1245;nli
mixe1288;gac
sout2826;grj
mode1248;ell
anci1242;grc
balk1252;rmn
gree1278;giq
gren1247;gcl
gres1240;grs
gron1242;gos
gros1243;ats
;qfk
guad1242;gcf
guah1255;guh
guaj1256;gvj
guaj1255;gub
guam1248;gum
;qax
guan1269;gvc
para1301;prk
para1311;gug
;
kaiw1246;kgk
guar1292;gyr
huar1255;var
guat1253;gta
guay1257;guo
ngab1239;gym
shik1242;gua
ngar1283;nji
gude1246;gde
gudu1250;gdu
gugu1253;gdc
guhu1244;ghs
guia1246;gcr
isth1238;mir
cent2009;zch
;
uppe1455;pov
guja1252;guj
khor1269;kmz
gula1268;gvl
gula1268;gvl
gula1269;glu
gula1265;glj
gula1265;glj
gula1266;kcm
gula1266;kcm
gula1266;kcm
gule1241;gly
gull1241;gul
shin1264;scl
guma1255;gmu
guma1254;gvs
kumb1268;kgs
gumu1244;guk
kunb1251;wlg
gund1247;gdi
gund1247;gdi
gund1247;gdi
pahn1237;pha
gunn1250;guw
kwin1241;gww
puel1244;pue
puel1244;pue
gunw1252;gup
gunw1252;gup
gunw1252;gup
gunw1252;gup
gunw1252;gup
guny1241;gyy
gupa1248;gpa
gupa1248;gpa
shin1264;scl
gura1252;gge
gura1251;hac
vlax1238;rmy
gure1255;gnr
guri1248;grx
guri1247;gue
gurm1246;gvm
gour1243;gux
guro1248;goa
guru1261;gvr
guru1261;gvr
guru1271;grd
kala1372;kls
carp1235;rmc
gusa1246;gsn
gusi1247;guz
gusi1247;guz
gugu1255;kky
saya1246;say
guwa1243;gwu
duwe1237;gve
;
creo1235;gyn
gvok1239;ngs
gwan1268;gwn
gwah1244;dah
kwam1249;kmq
gwam1244;bga
;
gbar1246;gby
gbar1246;gby
gbar1246;gby
gwen1239;gwe
gwen1239;gwe
gwer1238;gwr
gwer1238;gwr
gwer1238;gwr
gwii1239;gwj
gana1274;gnk
geji1246;gji
geji1246;gji
gyel1242;gyi
gyem1238;gye
vili1238;vif
koon1244;kng
mbal1257;mdp
hung1278;hum
hung1278;hum
hung1278;hum
hung1278;hum
haaa1252;haq
habu1241;hbu
swah1253;swh
hadi1240;hdy
hadi1240;hdy
hado1235;hoj
hadr1236;ayh
hadz1240;hts
band1343;bpd
sout2956;hax
nort2938;hdn
buru1296;bsk
shee1238;shx
haig1237;hgw
kimm1245;mji
minn1241;nan
kimm1245;mji
hais1244;has
hait1244;hat
hakk1236;hak
hakk1236;hak
hakk1236;hak
hakk1236;hak
hakk1236;hak
hakk1236;hak
hakk1236;hak
hakk1236;hak
hakk1236;hak
hakk1236;hak
hakk1236;hak
hakk1236;hak
hakk1236;hak
hakk1236;hak
hakk1236;hak
hakk1236;hak
hakk1236;hak
hakk1236;hak
hakk1236;hak
hakk1236;hak
hakk1236;hak
yuec1235;yue
hakk1236;hak
hakk1236;hak
hakk1236;hak
hakk1236;hak
hakk1236;hak
hakk1236;hak
hakk1236;hak
hako1237;hao
halb1244;hlb
hali1244;hla
hali1244;hla
hyam1245;jab
hama1240;hmu
hame1242;amf
hamt1247;hmt
hann1241;haa
hang1258;hag
laar1238;ldi
hang1260;han
hang1263;wos
nort2646;pbu
coos1249;csz
hanu1241;hnn
alak1253;alk
shin1264;scl
hara1271;har
hara1271;har
shin1264;scl
nort2942;scs
hars1241;hss
haru1245;tmd
haru1244;hrk
khor1269;kmz
hary1238;bgc
hash1238;ybj
hass1238;mey
hata1243;had
yaey1239;rys
baur1252;bxa
haus1257;hau
haus1257;hau
haus1257;hau
haus1257;hau
haus1257;hau
haus1257;hau
keny1279;ken
hava1248;yuf
hawa1245;haw
hawa1245;haw
hawa1245;haw
hawa1247;hwc
cent2009;zch
haya1250;hay
haya1250;hay
haya1250;hay
haya1250;hay
wayu1241;vay
haaa1252;haq
hdii1240;xed
hebr1245;heb
taro1264;trv
sout2730;bfs
hehe1240;heh
hehe1240;heh
heil1246;hei
hela1238;scp
helo1243;heg
;
hemb1242;hem
hemb1242;hem
cent2004;bca
herd1236;hed
here1253;her
here1253;her
herm1237;llf
hert1241;hrt
hewa1241;ham
hewa1241;ham
heyo1240;auk
heyo1240;auk
nana1257;gld
hida1246;hid
higa1237;mba
cent2126;ryu
high1278;azz
high1242;chd
hija1235;acw
marg1266;mfm
hili1240;hil
guaa1238;gwx
west2392;mrj
mari1414;mrr
nyan1307;nyn
hind1269;hin
hind1269;hin
hind1267;hii
pamo1253;hih
hinu1240;gin
lowe1415;dni
hitt1242;hit
hitu1239;htu
hiww1237;hiw
hixk1239;hix
anuu1241;anl
swat1243;ssw
hmar1241;hmr
hmon1333;mww
hmon1264;hnj
nort2747;hea
hooo1248;hoc
;
hoaa1235;huc
hoav1238;hoa
hoby1242;hoh
ainu1240;ain
khor1269;kmz
holm1250;hod
holo1240;hoo
holu1245;hol
hone1235;juh
aoua1234;aou
goba1246;goi
buru1296;bsk
hopi1249;hop
horo1247;hor
horo1245;hoe
hote1245;hot
hote1245;hot
hozo1236;hoz
hozo1236;hoz
hooo1248;hoc
hpon1238;hpo
hran1239;hra
yaga1260;ygr
sout2996;ayc
huac1244;hug
huam1247;hub
youn1235;buh
hual1241;qub
esee1248;ese
pano1255;pno
huar1255;var
huas1242;hus
huas1242;hus
huau1238;mau
sanm1287;huv
sanm1287;huv
huba1236;hbb
kube1244;kgf
huic1243;hch
muru1274;huu
mini1256;hto
mini1256;hto
muru1274;huu
muru1274;huu
nupo1240;hux
nupo1240;hux
huiz1242;czh
huiz1242;czh
mand1415;cmn
mand1415;cmn
huku1237;huw
hula1239;hul
hula1244;huy
huli1244;hui
huli1244;hui
hume1246;huf
hume1246;huf
huml1238;hut
hund1239;hke
hund1239;hke
hung1278;hum
hung1278;hum
hung1274;hun
hung1274;hun
carp1235;rmc
hung1276;nat
hunj1241;hkk
hunj1241;hkk
shin1264;scl
hunz1247;huz
huns1239;dud
huns1239;dud
huns1239;dud
huns1239;dud
huns1239;dud
huns1239;dud
hupa1239;hup
hupa1239;hup
andr1248;anx
buru1296;bsk
hutt1235;geh
hwan1240;hwo
hyaa1239;hya
hyam1245;jab
iaai1238;iai
iama1237;yml
iatm1242;ian
iauu1242;tmu
iauu1242;tmu
ibal1244;ibl
iban1264;iba
iban1267;ibg
iban1261;iby
iban1261;iby
saka1287;skt
ibib1240;ibb
ibib1240;ibb
ibib1240;ibb
okpa1238;opa
ibin1241;ibn
bomi1238;zmx
bwis1242;bwz
ibuo1242;ibr
darg1241;dar
icel1247;isl
icel1247;isl
idaa1241;dbj
idak1243;ida
idak1243;ida
;
idom1241;idu
idun1241;ldb
idun1242;viv
idun1242;viv
izon1238;ijc
idum1241;clk
ifee1241;ife
amga1235;ifa
bata1298;ifb
kele1259;ify
igal1242;igl
igal1242;igl
ebir1243;igb
nucl1417;ibo
nucl1417;ibo
nucl1417;ibo
nucl1417;ibo
nucl1417;ibo
nucl1417;ibo
iged1239;ige
igna1246;ign
kang1291;igm
igut1238;nar
ihaa1241;ihp
ihie1238;ihi
ukaa1243;kcf
ikkk1242;ikx
arhu1242;arh
ukaa1243;kcf
ukaa1243;kcf
ikaa1238;ikk
izon1238;ijc
ikiz1238;ikz
ikiz1238;ikz
ikiz1238;ikz
ikoo1245;iki
ikom1245;ntk
logb1245;lgq
ikpe1245;txi
ikpe1243;ikp
ikpo1238;kpo
anam1248;imi
ikug1238;ikv
ikwe1242;ikw
ikkk1242;ikx
ikkk1242;ikx
ikkk1242;ikx
ilaa1246;ilb
tana1289;tfn
kome1238;kge
kuna1268;kun
iliu1237;ilu
ilit1241;ili
busa1253;bqp
illy1234;xil
ilok1237;ilo
ilon1239;ilk
ilue1241;ilv
ilwa1237;mlk
imbo1238;imo
imon1245;imn
ivat1242;ivv
bonj1234;bok
imro1237;imr
inab1237;abx
suab1238;szp
inap1243;inp
inar1241;smn
inar1241;smn
ndak1241;ndk
indo1316;ind
indo1316;ind
indo1317;bdl
indo1316;ind
indr1247;idr
indu1241;mvy
ines1240;inz
sout2990;qup
gaam1241;tbi
jung1240;inj
inga1252;inb
ingr1248;izh
anin1240;aoi
ingu1240;inh
nete1240;net
ibal1244;ibl
lamb1276;quf
khva1239;khv
tana1289;tfn
inor1238;ior
mbug1240;mhd
;
east2534;ike
nort2943;esi
iowa1245;iow
ipik1244;ipo
ipil1240;ipi
ipul1238;ass
iqui1243;iqu
iran1263;irn
;ilm
iraq1241;irk
iraq1241;irk
meso1252;acm
ivat1242;ivv
irar1238;irh
ires1239;ire
irig1242;bto
iris1253;gle
iris1253;gle
iron1242;oss
irul1243;iru
tuma1250;iou
isab1240;isa
kris1246;ksi
ivat1242;ivv
sang1333;snq
isan1243;isn
isco1239;isc
iseb1246;igo
isek1239;its
ukaa1243;kcf
wakh1245;wbl
bunu1267;bnn
isla1278;crb
isna1241;isd
isna1241;isd
isok1239;iso
mbat1248;mdn
isth1244;zai
istr1244;ist
isum1240;isu
idak1243;ida
isum1240;isu
ital1282;ita
ital1282;ita
ital1282;ita
bomi1238;zmx
itaw1240;itv
ivat1242;ivv
itel1242;itl
eten1239;etx
iter1241;itr
itik1240;itx
bino1237;itb
iton1250;ito
ashe1269;ahs
itum1245;itm
inap1241;mzu
itza1241;itz
ivat1242;ivv
ivat1242;ivv
tain1253;ago
iwai1244;ibd
iwam1256;iwm
iwam1256;iwm
iwam1256;iwm
iwam1256;iwm
teke1274;ifm
teke1274;ifm
ixca1245;ixc
ixil1251;ixl
yaka1274;iyx
ukaa1243;kcf
iyoo1238;nca
iyoo1238;nca
kuni1268;xug
izer1241;izr
izii1239;izz
izon1238;ijc
izon1238;ijc
izon1238;ijc
izor1238;cbo
nyan1307;nyn
gand1255;lug
kere1283;ked
buku1249;bxk
kisa1263;lks
mara1392;lrm
nand1264;nnb
havu1238;hav
temb1270;tbt
shii1238;shr
rund1242;run
bady1239;pbp
bady1239;pbp
bady1239;pbp
bady1239;pbp
yabe1254;jae
sant1410;sat
yelm1242;jel
lamp1243;ljp
djeo1235;jbt
popt1235;jac
popt1235;jac
jadd1243;jda
yafi1240;wfg
jeha1242;jhi
jahh1242;jah
jair1235;awv
yaqa1246;jaq
popt1235;jac
jala1237;maj
shin1264;scl
nort2646;pbu
yalu1240;yal
yalu1240;yal
nort2939;neq
jama1262;jam
jama1261;jaa
jamb1236;jax
nort2662;hno
nort2646;pbu
jams1239;djm
jams1239;djm
swed1254;swe
yems1235;jnj
janj1240;jni
nucl1643;jpn
nucl1643;jpn
nucl1643;jpn
nucl1643;jpn
japr1238;jru
jaqa1244;jqr
jaqa1244;jqr
jara1274;jaf
jara1266;jra
jara1245;anq
jama1261;jaa
;jjr
;jjr
jaru1254;ddj
jaun1243;jns
jawe1237;jaz
nafu1238;jbn
jebe1250;jeb
jehh1245;jeh
jehh1245;jeh
yeii1239;jei
shin1264;scl
jeme1245;tow
dzaa1238;jen
jere1244;jer
jeri1242;jek
jeru1240;jee
jiam1236;jio
cent2004;bca
cent2004;bca
jiar1240;jya
jiar1240;jya
jiba1237;juo
jibu1239;jib
pino1237;mio
toll1241;jic
jica1244;apj
jica1244;apj
tanj1247;uji
liji1238;mgi
sout2999;pmz
sout2999;pmz
jili1241;jil
assy1241;aii
jimi1255;jmi
jimi1254;jim
jina1244;jia
whit1266;lwh
nort2724;bfc
cent2004;bca
buna1273;bwx
luuu1242;khb
luuu1242;khb
kach1280;kac
kach1280;kac
nort2724;bfc
youl1235;jiu
taid1250;twh
cent2004;bca
lakk1238;lbc
jiny1235;cjy
jiny1235;cjy
jiny1235;cjy
